Frase,Groundtruth,Predicción
" Hablamos de más de un millón cien mil puestos de trabajo que se han destruido en el último trimestre y además del incremento del paro en el último trimestre de más de cincuenta y cinco mil personas, una cifra que no se recordaba algo similar desde el año 2012.",1,1
" It will be via debt and about 72000 are via transfers, which can be left roughly net in half if we have to remember that Spain becomes a net contributor to the budget of the multiannual financial framework.",1,1
" Lorsque les médias, le rapport nous montre que c’est la première fois qu’un ministre du gouvernement de l’Espagne rencontre seul le ministre gibraltarien.",0,1
 Lo hemos demostrado y lo hemos dejado claro en muchísimas ocasiones.,1,0
 Hola buenos días.,0,0
" Cet équilibre, que nous sommes parfois jetés, n’est pas oublié, est l’un des messages que nous répétons encore et encore.",0,0
 Y le digo al Gobierno de España que se deje de globos sonda.,0,0
 Recuerdo que fue unos días posteriores a una gran manifestación que hubo por un anuncio de cierre del hospital de Verín que quería hacer el presidente de la Xunta de Galicia.,0,0
 Nosotros queremos sumar.,0,0
" Today, for example in Infolibre, the Government authorizes town halls to spend 5 billion surpluses to relaunch the economy after the 19th century.",1,1
" Bonjour, bonjour.",0,0
" Si j’étais le président du gouvernement, le Parti populaire était à la présidence du gouvernement, je mettrais la table pour dire à tous ceux qui veulent remettre en question la monarchie en tant que système institutionnel dans notre pays, qu’il n’a aucune chance de le faire.",0,0
 It is therefore fully in their fundamental rights to outpatient freedom.,1,0
 Et ces mêmes avocats ont dit que c’était une question qui pourrait faire l’objet d’une enquête ou a comparu au Congrès des députés.,0,1
 El pacto de gobierno con Unidos Podemos incluye esa derogación de los aspectos más lesivos de la reforma laboral?,0,0
 We train from the Spanish Special Training Center of the Civil Guard to the companies of the joint gendarmerie of the countries of the G-5 Sahel and Senegal and participate in multiple initiatives that collaborate in the development in the Sahel.,1,1
" El informe de Cambridge del otro día decía que España, por decirlo así, ha sido el país que peor ha gestionado la epidemia",1,1
 Nous avons eu des inspecteurs permanents de l’Organisation mondiale de la santé.,1,1
 Si le chômage augmente pour la première fois en un mois de juin.,1,1
 Et ils ont dit que c’était une excellente nouvelle que les États-Unis avaient mobilisé l’armée pour la lutte contre les incendies en Californie.,1,1
 Ana Pastor vicepresidenta del Congreso de los Diputados.,0,0
" And here I am very proud of the European effort to mobilize financial resources, for vaccine research and to ensure that the vaccine is going to reach everyone and all the citizens of this world.",0,0
" Pero es verdad que son momentos para ser ambiciosos, para pedir reformismo de alta intensidad, para no esperar a que nos rescaten desde fuera, sino a volver a rescatarnos de nosotros mismos con las recetas que generen empleo, prosperidad y por tanto bienestar.",0,0
" Nous avons un énorme travail en cours en Espagne, des projets de réformes, la loi sur le changement climatique, le revenu minimum vital, la loi de réforme du système éducatif.",1,1
" Nous avons toujours dit Hey, il ya une loi qui interdit de les utiliser selon les avocats de l’État",1,1
" Look, we have come at the height of the crisis to protect nothing more than almost 35 percent of the occupied population in our country.",1,1
" Qu’il soit connecté, qu’il puisse se connecter à l’éducation.",0,0
" That is, in Spain there is a chief of armies who is surprisingly not subjected to civil power to an eligible power.",1,1
 But how is this possible?,0,0
 Lui-même se porterait volontaire pour comparaître parce que les médias donneraient des informations.,0,0
" Le quiero preguntar sobre la confianza, pero antes Alberto Fernández vamos a repasar cuáles son esos países que han impuesto restricciones o que han impuesto medidas para todos aquellos turistas que permanezcan en nuestro país y vuelvan a sus países de origen.",0,0
 Hace tan solo unos instantes el consejero presentaba las líneas generales de lo que sería la vuelta a la educación.,0,0
 Save more than good.,0,0
 Vamos a meter más medios en eso.,0,0
 We have come to protect more than one million workers in the tourism sector with the flexibilization of sermons,1,1
" Vicepresidente segundo del Gobierno, que ya no es portavoz de una formación de la oposición, sino miembro del Gobierno de España.",1,0
" Today President Casado holds a meeting with the leaders of the European People's Party parallel to that meeting that Pedro Sánchez has in the Community institutions, for which the People's Party has always reached out to the Government of Spain to talk about the important issues of this country.",1,1
 It is not a good direction for us that unemployment has grown by 28 percent from June last year to this month.,1,1
" Lorsque Feijó a mis en œuvre les tests rapides, immédiatement après, le gouvernement a entrepris de copier les mesures qui ont fonctionné d’Alberto Núñez Feijóo.",1,1
" We are talking about more than one million hundred thousand jobs that have been destroyed in the last quarter and in addition to the increase in unemployment in the last quarter of more than fifty-five thousand people, a figure that has not been remembered in 2012.",1,1
" In the case of the People's Party, more citizens, we kept the Deputies in Biscay, we lost one in Alava and one in Guipúzcoa, but I think we got a good result with a great coalition candidate and a job by the way between the two political formations, very active very intense during the Basque campaign.",1,1
" Ne regardez pas, nous, à Barajas, comme dans les autres points d’entrée touristiques, ce que nous faisons, c’est suivre les recommandations de l’Union européenne selon lesquelles nous travaillons avec l’Union européenne depuis des semaines sur ces recommandations.",1,0
" Eight political parties with municipal representation have signed a document that have made the Minister of Finance say that they are against this Royal Decree formations as different from the People's Party as the Perrete, as the Benegas, as Esquerra Republicana, like the PNV, like many other mayors of those brands that oppose the Royal Decree.",1,1
 Y hemos participado de manera activa en la elaboración por ejemplo de ese Real Decreto Ley del Plan.,1,0
" Not because I say it, but because that's how it's recognized by the major academic institutions that measure the impact of a work",1,1
" In 2010, it was 30 percent who were.",1,1
" Imaginez que c’était quelqu’un de mon parti, c’est-à-dire que je serais déjà au cœur du Congrès des députés.",0,0
 Hemos visto que el 45 por ciento de los accidentes eran salidas de la vía en las carreteras convencionales.,1,1
 A four-year moratorium was established for mortgage evictions and for the first time protection mechanisms were established for tenants in stressed market areas when vulture funds are involved.,1,1
 Vous pensez que le message que vous voulez transmettre que l’Espagne est un pays sûr?,0,0
 Yo no voy a hablar en términos de vieja política nuevo política como hacían los nuevos partidos que han caído también en algunos de los usos.,0,0
" Je veux dire, il y a beaucoup de choses.",0,0
 Mayoritariamente han dado aval a todas las decisiones que hemos tomado incluso antes del estado de alarma.,1,1
" It is legally true that it is established, but we understand that it covers the activity while in office from 2014.",1,1
" Parce que n’oublions pas qu’en plus, le roi d’Espagne est le chef des armées.",1,1
" The Government, too, poured many resources in the electro-intensive industry in particular in Alcoa, yesterday georeferenced, that in the last two years there has been an effort by all taxpayers of more than 37 million euros of aid to Alcoa to compensate for the increase in the energy price.",1,1
 What's the impression?,0,0
 Partager cette opinion?,0,0
" Lo digo porque la gente está hablando de rebrotes, de rebrotes y de economía.",0,0
 Coronavirus contagions in Spain 257 are almost triggered in the last 24 hours according to official data from the Ministry of Health.,1,1
" En las últimas horas, la Audiencia Provincial de Madrid ha absuelto al Partido Popular en el caso de los ordenadores de Bárcenas.",1,1
